Time,Use [kW],Day Type,Season,Outdoor Temp [°C],Humidity [%],Lighting [kW],Computers [kW],HVAC [kW],Employees Present,Cloud Cover [%]
08/05/2023 17:00,25.3118905,Weekend,Summer,28,33.89166834,5,6.5,11.7,1,0.939960643
08/05/2023 18:00,34.50955383,Weekend,Summer,25.6,44.95343578,6.6,8.4,11.2,6,0.553845176
08/05/2023 19:00,27.601656,Weekend,Summer,25.5,53.39086295,3.2,6.1,13.2,3,0.12
08/05/2023 20:00,57.70276992,Weekend,Summer,27.6,35.12734,7.8,12.2,18.9,7,0.096011012
08/05/2023 21:00,10.70209164,Weekend,Summer,25.7,46.56043367,1.1,2.6,5.2,9,0.390961076
08/05/2023 22:00,56.93164723,Weekend,Summer,22.1,54.48941976,8.2,13.1,16.9,6,62.74084171
08/05/2023 23:00,17.90265243,Weekend,Summer,21,48.93049462,2.9,4,7.8,5,0.296360869
08/06/2023 0:00,67.9132405,Weekend,Summer,24.5,35.51240131,7.5,16.4,22.1,2,0.39
08/06/2023 1:00,38.51011581,Weekend,Summer,23.2,54.69971549,4.8,11.3,17.8,3,0.525496574
08/06/2023 2:00,75.53396245,Weekend,Summer,23.4,57.50116242,13.2,20,28.9,5,0.899667489
08/06/2023 3:00,20.70001532,Weekend,Summer,27,40.54749256,3.7,4.2,8.1,2,0.001479988
08/06/2023 4:00,24.91239471,Weekend,Summer,27.1,45.69847181,4.4,6.8,9.3,4,50.40285713
08/06/2023 5:00,39.30023998,Weekend,Summer,29,39.84086155,4.4,8.7,15.7,4,0.012212894
08/06/2023 6:00,63.11500348,Weekend,Summer,24.8,71.80987983,9.8,15.1,19.4,3,0.475546037
08/06/2023 7:00,75.60833684,Weekend,Summer,21.7,49.32762716,9.2,22.2,34.3,5,2.869849984
08/06/2023 8:00,24.20541476,Weekend,Summer,24,43.7475043,4.5,5.3,11.8,4,0.447500698
08/06/2023 9:00,42.01554,Weekend,Summer,23.8,52.50652902,5.2,12.1,17.6,2,0.74
08/06/2023 10:00,32.10502234,Weekend,Summer,27.2,38.73876335,6.2,7.3,11.6,8,0.312918271
08/06/2023 11:00,5.849890307,Weekend,Summer,23.3,52.5842258,1.1,1.5,2,3,17.20355427
08/06/2023 12:00,39.10490587,Weekend,Summer,26.3,50.9413401,5.7,8.4,14.6,5,0.250939781
08/06/2023 13:00,31.10266698,Weekend,Summer,26.1,59.35046677,4.3,8.7,13.4,5,0.171509823
08/06/2023 14:00,75.53208004,Weekend,Summer,27.4,34.86849145,9.7,15.7,28.6,3,0.849802261
08/06/2023 15:00,20.40132095,Weekend,Summer,21.9,50.5265179,3.9,5.6,9.4,4,0.129505278
08/06/2023 16:00,45.813511,Weekend,Summer,21.7,52.27853668,5.6,9.3,22.3,3,0.59
08/06/2023 17:00,52.67543063,Weekend,Summer,27.2,45.6228484,8.3,14.5,17.7,3,65.70316207
08/06/2023 18:00,27.70545967,Weekend,Summer,24.3,66.27929286,3.9,8.3,9.2,5,0.394200172
08/06/2023 19:00,33.7099415,Weekend,Summer,23.6,39.84298323,3.5,8.6,12.9,7,0.59
08/06/2023 20:00,31.20895041,Weekend,Summer,28.2,50.56904995,4.5,8.9,13.4,7,0.573744243
08/06/2023 21:00,50.30943899,Weekend,Summer,24.2,40.78346905,8.6,12.1,22.5,7,0.375307842
08/06/2023 22:00,41.50814416,Weekend,Summer,24.4,40.94635568,7.4,11.7,14.4,3,0.392489801
08/06/2023 23:00,12.86354455,Weekend,Summer,26.7,67.55874157,2.3,3.7,4.5,3,9.928836162
08/07/2023 0:00,41.31159824,Weekday,Summer,27.7,45.57411673,5.1,8.3,16.9,4,0.561658035
08/07/2023 1:00,54.51587193,Weekday,Summer,28.3,53.20118302,10.5,15,20.2,3,0.58245613
08/07/2023 2:00,80.0116,Weekday,Summer,28.1,38.73014788,13,16.9,28.8,2,0.29
08/07/2023 3:00,48.20570714,Weekday,Summer,24.6,47.6027446,6.3,11.4,19.5,5,0.23681062
08/07/2023 4:00,30.3122715,Weekday,Summer,25.6,56.24021962,4.3,7.7,14.1,0,0.81
08/07/2023 5:00,80.90147091,Weekday,Summer,25.4,39.53388741,12.8,20.6,32.6,3,0.036363686
08/07/2023 6:00,78.71153324,Weekday,Summer,22.1,46.38986123,9.2,17.7,36.7,2,65.91950752
08/07/2023 7:00,61.92008145,Weekday,Summer,25.2,55.43789618,12.1,15,20.1,3,0.648835137
08/07/2023 8:00,42.51063999,Weekday,Summer,23.5,70.34791034,5,11,20.4,7,0.50070559
08/07/2023 9:00,244.4143508,Weekday,Summer,22.2,42.15502411,33.4,71.4,119.4,37,0.117436862
08/07/2023 10:00,223.6998376,Weekday,Summer,25.9,55.63274756,37.5,51.1,107.5,51,0.893001362
08/07/2023 11:00,188.8472,Weekday,Summer,24.2,56.40152429,29.5,44.4,63.1,49,0.5
08/07/2023 12:00,222.7255882,Weekday,Summer,22.4,55.14351896,28.7,46.1,76.9,63,0.229799678
08/07/2023 13:00,183.6728801,Weekday,Summer,25.1,45.28896853,29.4,36.8,76.2,58,47.63522974
08/07/2023 14:00,204.835862,Weekday,Summer,18.7,41.21669922,35.6,49.3,98,36,0.35021513
08/07/2023 15:00,237.9741855,Weekday,Summer,27.9,62.48769504,24.1,53.7,71.9,48,0.623669267
08/07/2023 16:00,212.9340319,Weekday,Summer,22.7,36.44025169,21.3,42.8,97.9,44,0.319698169
08/07/2023 17:00,60.10536726,Weekday,Summer,26.2,42.77801924,7.6,12.3,25,4,0.178611101
08/07/2023 18:00,52.01341363,Weekday,Summer,28.5,61.32199644,8.7,14.6,19.2,2,0.515908935
08/07/2023 19:00,34.00570639,Weekday,Summer,25,38.6903103,5.3,9,14.8,4,36.26984398
08/07/2023 20:00,64.12417217,Weekday,Summer,22.6,47.57917303,10.1,16.2,25.8,6,0.754201866
08/07/2023 21:00,37.20109133,Weekday,Summer,28.3,65.61086125,4.6,10.6,12.5,5,0.058673499
08/07/2023 22:00,70.70851226,Weekday,Summer,25.3,45.13376183,12.2,14.3,22.1,7,0.24079931
08/07/2023 23:00,46.50298879,Weekday,Summer,27.4,42.55918993,9.1,13.5,18.3,5,0.128550231
08/08/2023 0:00,33.50633331,Weekday,Summer,25.9,35.88409409,4.8,9.8,13.9,4,0.378108304
08/08/2023 1:00,57.39110175,Weekday,Summer,28.8,45.71497999,8.4,12.2,20.9,4,46.02858293
08/08/2023 2:00,38.50081696,Weekday,Summer,26.1,55.65341903,6.8,8.6,13.9,2,0.042439726
08/08/2023 3:00,20.602266,Weekday,Summer,26.4,44.71161203,3.5,5,7.6,3,0.22
08/08/2023 4:00,20.70080132,Weekday,Summer,26.2,50.26391422,3.5,5.1,10,6,0.077422263
08/08/2023 5:00,17.90817592,Weekday,Summer,26.6,44.73234096,2.5,4.7,5.5,3,0.913510315
08/08/2023 6:00,50.0144016,Weekday,Summer,26.7,58.90149604,7.4,10.3,18.3,2,75.28637328
08/08/2023 7:00,68.2180738,Weekday,Summer,24.4,59.73808856,10.3,16.3,30.6,2,0.530023405
08/08/2023 8:00,44.60476043,Weekday,Summer,23.8,47.78571852,5.2,9.3,15.5,2,0.213472074
08/08/2023 9:00,188.5859624,Weekday,Summer,25.5,64.8373764,26.9,45.6,70.8,62,0.91206806
08/08/2023 10:00,160.5682125,Weekday,Summer,25,51.57384878,17.4,37.4,65.2,50,0.85
08/08/2023 11:00,184.7692894,Weekday,Summer,17,51.66974902,22.9,42.2,90.4,49,0.750290894
08/08/2023 12:00,190.9297086,Weekday,Summer,29.6,33.47374382,25.3,49.3,79,44,0.311247564
08/08/2023 13:00,170.3144755,Weekday,Summer,23.6,47.317687,21.1,36.6,78.2,46,0.17
08/08/2023 14:00,196.11961,Weekday,Summer,24,49.70755637,25.8,48.7,68.5,70,0.2
08/08/2023 15:00,218.6873617,Weekday,Summer,22,53.18090586,41.6,51.5,82.2,74,0.799283808
08/08/2023 16:00,179.687599,Weekday,Summer,21.4,43.21321851,18.9,37.2,58.8,48,0.975490498
08/08/2023 17:00,13.09260936,Weekday,Summer,25.5,41.323656,1.5,3.2,5.4,4,14.24759418
08/08/2023 18:00,24.8075708,Weekday,Summer,18.8,64.03817017,3.6,7.4,11.3,5,0.610548227
08/08/2023 19:00,8.288022479,Weekday,Summer,29.7,57.36198366,1.1,2,2.8,7,98.23353904
08/08/2023 20:00,41.10170428,Weekday,Summer,25.3,66.25197956,7.6,10.6,15,6,0.082933557
08/08/2023 21:00,45.62200074,Weekday,Summer,28,40.57437171,4.7,9.4,21.6,4,0.964944815
08/08/2023 22:00,46.02576862,Weekday,Summer,26.6,54.50263677,5.7,10.6,13.8,6,5.480114032
08/08/2023 23:00,78.11617765,Weekday,Summer,30.1,48.84242492,13.1,20.2,32.7,4,0.414280496
08/09/2023 0:00,34.36509493,Weekday,Summer,26.1,39.94282262,4.2,8.3,13.8,5,9.65467437
08/09/2023 1:00,13.80450164,Weekday,Summer,25.3,47.13799453,2.3,3.1,5.9,5,0.652411275
08/09/2023 2:00,45.00677835,Weekday,Summer,30.5,36.43987626,7.8,9.3,17.6,1,0.301259879
08/09/2023 3:00,53.66777401,Weekday,Summer,25.3,43.90007729,9.5,12.6,18.5,2,60.18326318
08/09/2023 4:00,47.10939519,Weekday,Summer,20.3,56.04570606,6,13.3,18.5,6,0.398946676
08/09/2023 5:00,96.432776,Weekday,Summer,27,62.17105411,12.5,27,34.5,5,0.68
08/09/2023 6:00,77.58161689,Weekday,Summer,21.7,43.10390767,10.1,19.4,23.8,5,93.97076639
08/09/2023 7:00,94.33779443,Weekday,Summer,21.3,64.46516285,15.2,22.2,31,9,48.59488443
08/09/2023 8:00,54.70177977,Weekday,Summer,25.5,30.88427455,8.5,14.9,20.9,7,0.065073981
08/09/2023 9:00,177.6819138,Weekday,Summer,26.7,53.88297141,20.8,47.6,70.6,66,0.922452216
08/09/2023 10:00,225.1109766,Weekday,Summer,22.2,46.9542453,27.9,48.6,93.9,63,96.98161674
08/09/2023 11:00,210.49994,Weekday,Summer,22.9,45.95506938,38.5,54.2,90.4,54,0.95
08/09/2023 12:00,183.3893415,Weekday,Summer,27.5,30.24167684,22.3,53.5,71.2,55,0.974811699
08/09/2023 13:00,185.1909627,Weekday,Summer,26.1,44.23479377,20.2,43.3,81.9,54,0.982848837
08/09/2023 14:00,228.1098961,Weekday,Summer,21.8,44.03690501,40.1,46.6,108,36,0.086769993
08/09/2023 15:00,194.4381344,Weekday,Summer,24.2,36.49026298,21.2,52.8,73.9,54,0.392328962
08/09/2023 16:00,229.4408197,Weekday,Summer,26.7,47.2398462,36.2,68.1,85.8,64,0.355882023
08/09/2023 17:00,14.30264393,Weekday,Summer,20.6,50.18879523,2.4,3.7,7.1,3,0.369779874
08/09/2023 18:00,66.80734933,Weekday,Summer,22.4,51.49834733,13.1,18.2,24.9,5,0.220039924
08/09/2023 19:00,60.60081084,Weekday,Summer,25.6,43.59106006,11.2,15.3,28.4,6,0.026760257
08/09/2023 20:00,57.02094881,Weekday,Summer,22.8,49.4558627,6.2,13.2,24.6,5,0.735045806
08/09/2023 21:00,42.20631956,Weekday,Summer,29.5,58.53284391,5.4,11.4,18.2,2,0.299505326
08/09/2023 22:00,46.614446,Weekday,Summer,20.6,60.1461552,8.6,9.8,19.4,4,0.62
08/09/2023 23:00,57.82516021,Weekday,Summer,23.4,58.04581038,9.4,12.9,27.6,6,0.870595634
08/10/2023 0:00,51.82734049,Weekday,Summer,25,58.15094977,9.3,12.9,16.1,5,48.51148165
08/10/2023 1:00,60.79832361,Weekday,Summer,27,51.3983233,8.4,16.3,22.1,3,53.99741913
08/10/2023 2:00,56.7229635,Weekday,Summer,25.4,62.39321817,9.7,11.6,21,5,0.81
08/10/2023 3:00,67.1032104,Weekday,Summer,21.8,53.80169394,7.6,16.3,20.5,2,0.095690116
08/10/2023 4:00,28.60008615,Weekday,Summer,21.6,47.63092388,4.2,6.2,10.2,5,0.006024538
08/10/2023 5:00,26.11258516,Weekday,Summer,18.6,33.73844055,2.9,5.4,12.2,6,0.96437974
08/10/2023 6:00,78.98700188,Weekday,Summer,27.5,36.36959372,10.7,16.4,24.6,4,46.29538556
08/10/2023 7:00,63.9086265,Weekday,Summer,26.5,35.07559975,11.9,15.4,31.9,7,0.27
08/10/2023 8:00,61.79189002,Weekday,Summer,25.6,55.63354663,10.2,15.5,24.6,4,98.19660497
08/10/2023 9:00,166.6073305,Weekday,Summer,25.8,41.23908685,18.1,46.6,74.1,38,0.088001298
08/10/2023 10:00,230.8559191,Weekday,Summer,28.4,42.11741059,34.5,61.6,111.1,58,0.484567919
08/10/2023 11:00,209.733552,Weekday,Summer,27.1,46.08454992,41.9,52.8,75.8,49,0.32
08/10/2023 12:00,210.0419034,Weekday,Summer,26.8,40.32595534,40.4,49.6,84.9,55,0.399080336
08/10/2023 13:00,255.6556514,Weekday,Summer,28.1,50.53828701,27,65.3,111.4,51,0.435457248
08/10/2023 14:00,259.1265893,Weekday,Summer,26.1,34.03856287,46.5,67.6,119.2,49,0.205243263
08/10/2023 15:00,211.0664185,Weekday,Summer,25.4,55.74559364,31.4,55.1,92.1,48,0.629559056
08/10/2023 16:00,155.817917,Weekday,Summer,22.8,54.84898794,17.7,41,76.9,57,0.23
08/10/2023 17:00,43.9006585,Weekday,Summer,19.3,47.94437473,4.5,9.4,15.4,3,0.03
08/10/2023 18:00,42.70258455,Weekday,Summer,22.3,43.82433481,7.5,12.2,21.1,4,0.121056094
08/10/2023 19:00,47.53516847,Weekday,Summer,27,52.56768868,5.8,10.7,20,5,1.480777549
08/10/2023 20:00,66.80222312,Weekday,Summer,23.5,60.78264302,8.5,19.8,32.1,3,0.066560333
08/10/2023 21:00,57.81852473,Weekday,Summer,24.1,30.29456475,10.4,14.4,19.2,9,0.640994116
08/10/2023 22:00,65.22086635,Weekday,Summer,27.1,55.81266029,11.2,15,24.3,5,0.640072114
08/10/2023 23:00,69.22109948,Weekday,Summer,19.6,47.78886061,11.5,20,23.8,1,0.609811658
08/11/2023 0:00,63.10722454,Weekday,Summer,27.3,44.75183625,7,17.9,27.1,5,0.228987149
08/11/2023 1:00,75.12483369,Weekday,Summer,27.4,46.54688376,7.9,22.4,22.7,5,0.66134984
08/11/2023 2:00,87.11305184,Weekday,Summer,24.8,37.57691306,11,21.9,28.7,6,0.299697831
08/11/2023 3:00,39.90383482,Weekday,Summer,24.9,32.248715,5.5,9.3,15.3,4,0.192221537
08/11/2023 4:00,52.21718312,Weekday,Summer,24.4,56.02416105,6.2,11.2,21,0,0.658357092
08/11/2023 5:00,35.901795,Weekday,Summer,27,55.94054983,7,7.4,14.1,4,0.1
08/11/2023 6:00,55.52019293,Weekday,Summer,22.7,50.4782213,6.4,16.5,27.3,5,0.727673182
08/11/2023 7:00,55.60072328,Weekday,Summer,24,59.32072433,10.2,14.1,26.7,2,0.026017358
08/11/2023 8:00,48.716558,Weekday,Summer,28.6,60.34361412,6.7,14.2,22.4,6,0.68
08/11/2023 9:00,171.00513,Weekday,Summer,23.7,56.57845961,26.6,43.4,69.6,39,0.06
08/11/2023 10:00,183.5321125,Weekday,Summer,26.2,58.37724597,27.4,51.9,75.3,63,0.35
08/11/2023 11:00,207.5510447,Weekday,Summer,25.2,60.38243989,29.9,56.9,70.1,55,99.65649626
08/11/2023 12:00,188.05922,Weekday,Summer,24.2,53.99746435,19.5,46.5,82.2,34,0.63
08/11/2023 13:00,181.6517105,Weekday,Summer,26.9,47.58032874,21,46.9,76.5,50,29.62805067
08/11/2023 14:00,194.9871177,Weekday,Summer,26.1,48.92307606,31.3,45.7,76,47,0.893973057
08/11/2023 15:00,256.3629396,Weekday,Summer,26.3,48.66795194,28.3,73.8,98.4,47,50.08348323
08/11/2023 16:00,199.8938006,Weekday,Summer,29.5,39.48845069,21.5,51.5,91.2,63,0.938944931
08/11/2023 17:00,27.81209717,Weekday,Summer,16.3,55.56919829,4.4,6.7,12.2,3,0.870299835
08/11/2023 18:00,72.5346848,Weekday,Summer,25.4,48.02823796,10,16.6,22.6,3,0.956822017
08/11/2023 19:00,16.80520993,Weekday,Summer,26.1,60.06327414,2.8,4,5.5,2,0.620230053
08/11/2023 20:00,61.32374523,Weekday,Summer,21.1,41.5927067,8.5,16.2,29.2,3,0.774722165
08/11/2023 21:00,34.5146233,Weekday,Summer,20,67.92693258,6.4,7.4,13.5,4,0.847727479
08/11/2023 22:00,84.47884642,Weekday,Summer,19.8,42.22986656,13.6,16.9,34,5,1.868398691
08/11/2023 23:00,79.41191,Weekday,Summer,35.9,37.88484956,8.2,23.4,35.9,7,0.3
08/12/2023 0:00,38.80591918,Weekend,Summer,18.6,53.52298011,4.7,8.1,17.1,4,0.30511214
08/12/2023 1:00,51.61022728,Weekend,Summer,19.7,59.89689936,8.7,11.7,18.8,5,0.396406154
08/12/2023 2:00,21.40846403,Weekend,Summer,24.5,50.32276996,2.4,6.2,9.3,8,0.791031138
08/12/2023 3:00,68.419836,Weekend,Summer,29,51.07451199,10.3,18.7,31.6,7,0.58
08/12/2023 4:00,66.12219855,Weekend,Summer,27.2,45.37511533,10.4,18.1,32.3,4,0.67166555
08/12/2023 5:00,27.402603,Weekend,Summer,24.5,41.66817129,4.8,7.2,11.1,5,0.19
08/12/2023 6:00,13.70555441,Weekend,Summer,27.4,48.88837172,2.7,3,6,2,0.81086293
08/12/2023 7:00,0,Weekend,Summer,27.4,43.90462941,-1.3,-3,-5.3,3,0.273571574
08/12/2023 8:00,40.40285542,Weekend,Summer,24.7,57.76983117,5.9,9.3,16.9,5,0.141357243
08/12/2023 9:00,10.97801506,Weekend,Summer,21.1,60.92391037,1.6,2.6,4.9,6,91.05048764
08/12/2023 10:00,48.30330652,Weekend,Summer,30.2,40.38464897,5.3,12.6,21.6,3,0.136915792
08/12/2023 11:00,38.31914526,Weekend,Summer,26.7,34.4578473,5.1,8.9,14.2,4,0.999752231
08/12/2023 12:00,0,Weekend,Summer,25.4,61.62086529,-1.5,-1.5,-3.5,3,0.580515521
08/12/2023 13:00,48.31930922,Weekend,Summer,25.1,42.5566122,9.2,13,18.1,4,0.799553807
08/12/2023 14:00,9.703478863,Weekend,Summer,28.8,38.11560317,1.3,2,3.7,6,0.717291336
08/12/2023 15:00,28.36850219,Weekend,Summer,28.3,57.40026928,5.4,6.2,12.7,4,11.95050982
08/12/2023 16:00,50.32174931,Weekend,Summer,18,56.166351,6.8,14.2,21.9,4,0.864783833
08/12/2023 17:00,69.32213243,Weekend,Summer,18.7,59.28101444,11.2,15.5,25.3,4,0.638742611
08/12/2023 18:00,55.06843319,Weekend,Summer,27.4,31.91499127,9.8,15.2,16.9,5,78.05408251
08/12/2023 19:00,38.11566207,Weekend,Summer,26.8,48.54788682,4.5,10.7,18.8,7,0.822155826
08/12/2023 20:00,16.70190496,Weekend,Summer,21,45.5041941,2.9,4.7,7.1,7,0.228138547
08/12/2023 21:00,40.06419104,Weekend,Summer,23.6,58.13587774,6.8,10.4,18.4,10,23.44399169
08/12/2023 22:00,49.707952,Weekend,Summer,27.2,50.63671303,6.1,13,15,8,0.32
08/12/2023 23:00,19.19132565,Weekend,Summer,24,33.74481134,3.2,4.4,6.1,5,86.01365799
,12.10450636,Weekend,Summer,28.4,58.20588258,1.9,2.7,4.5,6,0.744852284
,12.703429,Weekend,Summer,16.8,43.78715404,1.6,2.7,3.9,5,0.54
,27.70950437,Weekend,Summer,26,54.08423409,4.4,7,10.3,4,0.686236028
,34.90335084,Weekend,Summer,26,42.29846601,5.2,9.5,17.1,2,17.53473073
,28.413206,Weekend,Summer,26.2,41.1147293,5.6,5.9,11.3,1,0.93
,33.70613335,Weekend,Summer,26.6,47.90481707,6.5,8.7,11,9,0.363996991
,4.90044166,Weekend,Summer,27.5,46.22722818,0.6,1.2,2,4,0.180269247
,22.807296,Weekend,Summer,26.6,60.38744674,3.2,5.3,10.3,5,0.64
,29.90354813,Weekend,Summer,25.4,30,4.6,8,13,3,0.237333309
,21.93248722,Weekend,Summer,22.2,52.14093911,4.1,5.7,8.9,3,40.2313695
,29.1121369,Weekend,Summer,20.3,51.32697138,3.6,8,11.6,2,0.834151466
,5.300518364,Weekend,Summer,28.2,58.7751195,0.8,1.2,2.2,3,0.195608996
,13.38571366,Weekend,Summer,24.6,60.88351562,1.5,2.8,4.2,6,59.34056326
,0,Weekend,Summer,22.5,43.26555425,-1.7,-4.1,-5.9,6,42.3342648
,14.90673606,Weekend,Summer,21.8,53.45424501,2.5,4.5,4.7,7,0.90416855
,49.31326686,Weekend,Summer,24.6,49.25375972,8.7,11.5,19.5,0,21.03552721
,19.30105716,Weekend,Summer,25.1,38.61824637,3.8,4.3,7.1,0,0.10955044
,41.31437166,Weekend,Summer,25.4,42.27386324,7.7,9.4,17.6,3,0.695964179
,16.21600124,Weekend,Summer,22,52.08769787,2.9,4.5,4.8,0,65.73264236
,76.26321248,Weekend,Summer,24.6,56.33106765,12.7,22.7,37.5,4,4.289421226
,39.20812542,Weekend,Summer,22.4,41.83838356,7.3,10.2,14.9,8,0.414562184
,83.13779203,Weekend,Summer,25.7,38.48187069,15.2,21,35.7,6,0.909555536
,33.2028158,Weekend,Summer,26.8,53.66193083,3.9,9.6,11.1,4,0.169626417
,37.305968,Weekend,Summer,30.9,42.80963085,4.9,9.6,16.9,7,0.32
,57.90202752,Weekday,Summer,20.9,39.4029937,10.2,15.7,28.5,4,0.070035225
,21.70667353,Weekday,Summer,25.2,43.03293253,3.4,4.5,8.7,5,0.615071975
,72.01208565,Weekday,Summer,19.7,63.10802862,9.9,16.8,27.5,4,0.335712585
,71.90287482,Weekday,Summer,19.7,61.65051081,7.2,17.5,32.7,3,57.30686172
,83.81439318,Weekday,Summer,24,59.70236807,15.9,17.5,25.3,2,0.343512744
,47.20825257,Weekday,Summer,22.3,65.76146094,7.6,9.5,21.2,4,0.34968534
,54.2086066,Weekday,Summer,23.7,52.98389161,9.4,13.5,23.4,4,0.317586795
,51.903114,Weekday,Summer,21.5,51.68312129,9.2,14.2,16.8,2,0.12
,71.5325325,Weekday,Summer,22.6,38.96523685,10.6,21.4,33.6,2,0.91
,175.2225268,Weekday,Summer,30.1,47.73070096,32.6,45.6,81.5,49,0.257155049
,178.9734742,Weekday,Summer,24.3,55.5327488,21.4,35.8,80.9,42,0.821399364
,226.0682112,Weekday,Summer,26,46.60741466,38.9,53.2,83.1,35,0.603638791
,201.0576192,Weekday,Summer,25.4,42.85642613,28.7,45.3,79.3,43,0.573325764
,175.7288778,Weekday,Summer,21.9,56.44238165,24.1,44.5,62.6,60,72.27450228
,194.2277636,Weekday,Summer,27.7,47.24575598,31.8,40.4,62.4,37,0.28592756
,201.1231265,Weekday,Summer,29.2,51.4927367,26.4,50.7,70.4,50,0.23
,198.6352839,Weekday,Summer,27.7,54.76740401,25.8,52.2,67.5,56,0.355326563
,49.10217502,Weekday,Summer,22.8,30,8,14.4,16.1,5,0.088595337
,63.5269875,Weekday,Summer,25.9,56.78072407,9.5,15.1,21.7,4,0.85
,33.90964772,Weekday,Summer,23.3,40.62946635,5.8,7.6,12.5,5,0.569187291
,61.91377893,Weekday,Summer,23.2,52.09694688,8.1,18.5,24.8,9,0.445199646
,52.21228426,Weekday,Summer,24.4,46.69646074,6.2,12.4,15.8,6,0.470661394
,23.10533679,Weekday,Summer,28.5,39.14958695,3.8,4.9,8.6,6,0.462059802
,38.12846169,Weekday,Summer,28.9,54.39881131,3.8,10,12.1,3,49.91729507
,61.72083915,Weekday,Summer,25.3,37.31949982,8.9,16.3,23.5,3,0.675499062
,44.82157246,Weekday,Summer,23.9,54.06551943,4.9,13.2,20,4,0.963056276
,49.00661398,Weekday,Summer,31.6,50.38886081,8.8,14.4,22.5,4,0.269958325
,52.4044089,Weekday,Summer,22.1,30,8,12,21.5,5,0.168278589
,53.47774313,Weekday,Summer,28.9,51.39611235,10.1,13.6,23.2,3,10.44147104
,80.31709388,Weekday,Summer,28.3,54.0949209,8.3,17.4,24.7,4,46.29538556
,76.213716,Weekday,Summer,23.7,39.64163542,11,18.5,24.3,5,0.36
,23.10934119,Weekday,Summer,26.4,40.22235364,4.2,4.7,10.1,2,0.808761297
,60.92017047,Weekday,Summer,26,49.96253095,9.7,15.6,25.3,3,0.662412913
,209.794365,Weekday,Summer,22.1,65.93062844,39.1,55.8,77.7,59,0.9
,194.0388,Weekday,Summer,25.1,36.80144906,21.2,57.2,92.7,34,0.4
,175.8777962,Weekday,Summer,26.4,66.44103106,27.4,46.3,77.9,72,0.885053753
,203.7057358,Weekday,Summer,25.4,46.38928895,39.4,55.6,74.6,28,0.056315883
,185.5110431,Weekday,Summer,21.2,58.51882014,18.9,42.5,63.7,56,0.119063236
,155.01705,Weekday,Summer,19.4,50.63522868,27.1,42.3,63,30,0.22
,265.1100428,Weekday,Summer,22.2,49.85538863,47.4,60.8,121.2,28,0.830511836
,201.7151202,Weekday,Summer,25.4,38.80579036,27.3,42.8,82.8,55,85.9888334
,12.80535987,Weekday,Summer,24.3,64.09626708,1.6,2.8,5.5,6,0.837479609
,33.22189144,Weekday,Summer,22.8,33.10940673,3.9,6.9,12.4,4,1.318761464
,58.71489437,Weekday,Summer,27.7,41.2979886,10.4,14.5,20.3,6,0.507474355
,39.41400425,Weekday,Summer,18.1,53.75575043,5.5,8.9,11.9,2,0.710875628
,68.43111388,Weekday,Summer,27.9,69.79327228,11.3,18.8,23.5,8,0.909762525
,93.6332667,Weekday,Summer,25.5,51.75618554,9.5,21.2,33.4,1,0.710826928
,80.539445,Weekday,Summer,30.1,61.96368354,8.6,19,31.7,3,0.98
,72.00842753,Weekday,Summer,24.4,52.1500224,12.1,15.2,25.7,3,0.234097919
,28.20712889,Weekday,Summer,23.8,48.93010736,3.5,8,12,6,0.505594898
,70.406336,Weekday,Summer,22.6,63.69157091,8,17.1,26.7,3,0.18
,68.93195104,Weekday,Summer,28.7,41.2506989,9.2,17.5,27.5,6,0.92746128
,52.601052,Weekday,Summer,25.3,31.49286403,10.2,12.2,23,5,0.04
,21.31047617,Weekday,Summer,24.9,54.00707268,3,5.7,6.5,2,0.983678313
,26.35574874,Weekday,Summer,24.1,62.99230121,4.1,7.5,12.2,3,4.239448116
,57.12807873,Weekday,Summer,29.5,55.46022509,9.5,16.5,24.2,3,0.983493206
,34.50956846,Weekday,Summer,25.7,49.37652483,5.3,7.7,10.9,6,0.554693328
,199.5609232,Weekday,Summer,23.3,38.98315209,34.5,54.4,83.5,44,97.32972328
,199.2415113,Weekday,Summer,30.4,54.2468335,35.8,56.9,86.4,51,57.21746356
,193.7780767,Weekday,Summer,21.5,52.75570374,31.5,42.4,91,54,0.806161223
,212.2218504,Weekday,Summer,27.6,66.32129473,37.4,46.6,95.6,47,0.205941394
,200.2053019,Weekday,Summer,24.1,50.87473007,34.1,46.3,75.8,47,0.052966406
,199.4697945,Weekday,Summer,27.6,30,22.2,39.9,93.1,52,57.45017484
,184.968413,Weekday,Summer,24.6,41.4283091,27.8,44.2,71.2,50,0.74
,181.8330427,Weekday,Summer,29.7,74.38026873,26.5,39.9,77.9,38,15.88739163
,48.60203475,Weekday,Summer,22.5,43.59122326,5.6,10.2,23.7,2,0.08373446
,33.21215726,Weekday,Summer,25.6,43.59733011,3.7,7.7,16.3,2,0.732365156
,56.02156,Weekday,Summer,22.1,32.31159753,5.9,12.3,19.1,4,0.77
,34.25091537,Weekday,Summer,28.4,50.18762847,3.6,8,16.2,3,32.69527395
,61.3033715,Weekday,Summer,21.7,50.07924376,6.7,15.2,20.9,7,0.11
,41.6076666,Weekday,Summer,25.4,44.84707944,6.1,8.4,18.3,5,0.368586543
,41.40322548,Weekday,Summer,25.3,46.93347065,5,11.1,14.9,3,0.155820164
,34.40091102,Weekday,Summer,22.9,54.11282905,6.1,10.1,14.9,4,0.052966406
